sample_id,runtime_seconds,peak_gpu_memory_mb
real::bZp352WTg9o_0_0to672,48.607858006842434,479.45849609375
open_sora::bZp352WTg9o_0_0to672,14.061503876931965,443.46533203125
real::qCQmAXiaXjA_10_0to188,53.60965267196298,479.69287109375
open_sora::qCQmAXiaXjA_10_0to188,17.707184052094817,444.9853515625
real::_B6SQVcnhXQ_26_0to107,45.77329895552248,480.8642578125
open_sora::_B6SQVcnhXQ_26_0to107,14.996489974670112,443.23095703125
real::5Z9mHFECQRg_8_0to284,65.31206112913787,481.205078125
open_sora::5Z9mHFECQRg_8_0to284,22.54940391983837,443.4033203125
real::Cw6ZWNzoqz0_2_0to155,50.795606228522956,479.69287109375
open_sora::Cw6ZWNzoqz0_2_0to155,20.685726675204933,443.4033203125
real::rmBrin8lqNc_17_0to290,75.05383718851954,481.36474609375
open_sora::rmBrin8lqNc_17_0to290,25.73837132845074,446.1328125
real::c0TS9TX__No_23_0to222,55.84086333401501,479.92724609375
open_sora::c0TS9TX__No_23_0to222,18.105234492570162,443.69970703125
real::l4vcoCydGzY_51_16to344,61.700646354816854,480.8642578125
open_sora::l4vcoCydGzY_51_16to344,20.58087113685906,443.46533203125
real::KviRgfpIsbs_13_0to151,47.176770098507404,479.69287109375
open_sora::KviRgfpIsbs_13_0to151,15.286336686462164,443.23095703125
real::2ys3bEvNorQ_0_481to1272,70.97287793736905,482.4990234375
open_sora::2ys3bEvNorQ_0_481to1272,27.122450749389827,446.06005859375
real::PvTaBtWFh7U_2_0to608,48.54555852152407,479.45849609375
open_sora::PvTaBtWFh7U_2_0to608,16.657143089920282,443.69970703125
